t,sigma_0,sigma_1,sigma_2,sigma_8,sigma_3,sigma_4,sigma_5,sigma_6,sigma_7
270.501,0.213054,0.0324026,0.0248703,1.49168,0.00538019,0.00252983,0.00171995,0.0294022,0.0205048
270.551,0.213247,0.0324495,0.0248732,1.49171,0.00426583,0.0030933,0.00172995,0.0302252,0.0270922
270.601,0.213348,0.032506,0.0248741,1.4919,0.0030073,0.00261294,0.00170248,0.0265476,0.019869
270.651,0.213369,0.0325125,0.0248749,1.49167,0.0033926,0.0023592,0.00167898,0.0292087,0.0183151
270.701,0.213503,0.032479,0.024879,1.4917,0.00361207,0.00264728,0.0017167,0.0354276,0.0240501
270.751,0.213613,0.0324534,0.0248818,1.49121,0.00292691,0.0023763,0.00172747,0.0409597,0.0469355
270.801,0.21367,0.0324679,0.0248828,1.49204,0.00324258,0.00269976,0.00170197,0.0290563,0.0327295
270.851,0.213717,0.0325011,0.0248838,1.49165,0.00505751,0.00236239,0.00168225,0.0238708,0.0275598
270.901,0.213953,0.0325148,0.0248878,1.4919,0.00542122,0.0023556,0.00171981,0.0297708,0.020599
270.951,0.214158,0.0325467,0.0248907,1.49196,0.00441917,0.00284717,0.00172962,0.0307146,0.0274649
271.001,0.214281,0.0325951,0.0248916,1.49223,0.00309193,0.00251633,0.00170223,0.0269288,0.0199515
271.051,0.21432,0.0325967,0.0248926,1.49212,0.00333122,0.00247109,0.00168108,0.0293501,0.0183392
271.101,0.214447,0.0325514,0.0248966,1.49216,0.00349631,0.00285504,0.00171872,0.0352946,0.0237928
271.151,0.214541,0.0325151,0.0248995,1.4916,0.00290462,0.00244333,0.00172951,0.0406518,0.0461305
271.201,0.214586,0.032523,0.0249004,1.49229,0.00332561,0.00255374,0.00170406,0.0290114,0.0323239
271.251,0.214637,0.0325415,0.0249015,1.49187,0.00511306,0.00229258,0.00168445,0.0242197,0.0274785
271.301,0.21487,0.0325341,0.0249056,1.49209,0.00546741,0.00231785,0.00172225,0.0296549,0.0204856
271.351,0.21508,0.0325472,0.0249084,1.49214,0.00457776,0.00257009,0.00173203,0.0306008,0.0273286
271.401,0.215208,0.0325815,0.0249093,1.49239,0.00315649,0.00241518,0.00170425,0.0268098,0.019852
271.451,0.215238,0.0325747,0.0249102,1.4922,0.00326306,0.00262198,0.00168055,0.0293254,0.0183242
271.501,0.215354,0.0325178,0.0249142,1.49222,0.00336543,0.00308052,0.00171822,0.0353694,0.0237891
271.551,0.215433,0.0324704,0.0249171,1.49159,0.00286213,0.00253262,0.00172905,0.0407539,0.0461732
271.601,0.215461,0.032471,0.0249181,1.49216,0.00339668,0.00243972,0.00170365,0.0291849,0.032274
271.651,0.215414,0.0324721,0.024919,1.49103,0.0050555,0.00234557,0.00168175,0.0241796,0.0270524
271.701,0.215629,0.0324478,0.024923,1.49112,0.00541291,0.00241108,0.00171935,0.0300638,0.02102
271.751,0.215845,0.0324459,0.0249259,1.49117,0.00467957,0.00242603,0.0017292,0.0312064,0.0286648
271.801,0.215986,0.0324695,0.0249268,1.49148,0.00322479,0.00235634,0.00170187,0.0271413,0.0203967
271.851,0.216026,0.0324551,0.0249278,1.49136,0.00319838,0.0027875,0.00168089,0.0294664,0.0184616
271.901,0.216134,0.0323887,0.0249318,1.49139,0.00323343,0.00328934,0.00171855,0.0352092,0.0232009
271.951,0.216214,0.0323329,0.0249347,1.49084,0.00282031,0.00262699,0.00172934,0.0404866,0.0451789
272.001,0.21626,0.0323266,0.0249357,1.49151,0.00346453,0.0023718,0.00170389,0.0290466,0.0316262
272.051,0.216307,0.0323193,0.0249367,1.49104,0.00501543,0.00252195,0.00168417,0.0243159,0.0267206
272.101,0.216532,0.0322783,0.0249408,1.49123,0.00533969,0.00262803,0.00172165,0.0303245,0.0211877
272.151,0.216745,0.0322593,0.0249436,1.49126,0.00474491,0.00235287,0.0017313,0.031696,0.0292163
272.201,0.216891,0.0322695,0.0249446,1.4916,0.00324989,0.00233729,0.00170364,0.0274017,0.0205291
272.251,0.216935,0.0322453,0.0249455,1.49154,0.00309332,0.00300046,0.00168253,0.0297276,0.0185126
272.301,0.217035,0.0321685,0.0249496,1.49159,0.00309282,0.00353942,0.00172046,0.0352926,0.023082
272.351,0.217111,0.0321033,0.0249525,1.49109,0.00277525,0.00275824,0.0017315,0.0402813,0.0448868
272.401,0.217164,0.0320882,0.0249535,1.4918,0.00347358,0.00234643,0.00170607,0.0289368,0.0315913
272.451,0.21721,0.0320661,0.0249544,1.49133,0.00488748,0.00277511,0.00168404,0.0244511,0.0265727
272.501,0.217428,0.0320087,0.0249585,1.49152,0.00520409,0.00293508,0.00172154,0.0306998,0.0213034
272.551,0.217636,0.0319733,0.0249614,1.49153,0.00474795,0.00236869,0.00173119,0.0323153,0.029764
272.601,0.217782,0.0319698,0.0249623,1.49188,0.00323482,0.00234976,0.00170354,0.0277163,0.0206346
272.651,0.217812,0.0319381,0.0249631,1.49176,0.00294316,0.00316933,0.00168013,0.0298066,0.0185969
272.701,0.2179,0.0318549,0.0249672,1.49182,0.00289955,0.00373125,0.00171783,0.0355811,0.0229695
272.751,0.217968,0.0317819,0.0249701,1.49135,0.00266792,0.00289767,0.00172867,0.0406611,0.0446822
272.801,0.218018,0.0317588,0.024971,1.49208,0.00343287,0.0023567,0.00170329,0.0292518,0.0314386
272.851,0.218081,0.0317252,0.0249721,1.49177,0.00472232,0.0030911,0.00168374,0.0249882,0.0266247
272.901,0.218291,0.0316529,0.0249762,1.49198,0.00500827,0.00330208,0.00172124,0.0309949,0.0211813
272.951,0.218487,0.0316014,0.024979,1.49196,0.00465096,0.00249208,0.0017309,0.0327542,0.0300201
273.001,0.218624,0.0315835,0.02498,1.49229,0.00317533,0.00240529,0.00170331,0.0277653,0.0206282
273.051,0.218654,0.0315439,0.0249809,1.4922,0.00279384,0.00339138,0.00168218,0.0298467,0.0186263
273.101,0.218726,0.0314537,0.024985,1.49227,0.00270815,0.00394289,0.00171978,0.0355021,0.0229513
273.151,0.21877,0.0313734,0.0249879,1.49173,0.00256497,0.00304306,0.00173065,0.0404658,0.0444951
273.201,0.218796,0.0313416,0.0249889,1.49232,0.00334642,0.00242226,0.00170533,0.0289975,0.0313068
273.251,0.218847,0.0312935,0.0249899,1.49196,0.00451282,0.00347193,0.00168589,0.02508,0.026594
273.301,0.219043,0.0312069,0.024994,1.49219,0.00475309,0.00371241,0.00172364,0.0306634,0.0211455
273.351,0.219225,0.0311403,0.024997,1.49215,0.00450094,0.00272006,0.0017335,0.0324538,0.0302637
273.401,0.219348,0.0311079,0.0249979,1.49242,0.00308223,0.00251237,0.00170588,0.0274132,0.0207897
273.451,0.219363,0.03106,0.0249987,1.49229,0.00263279,0.00360899,0.00168234,0.0294684,0.0186824
273.501,0.21942,0.0309643,0.0250028,1.49237,0.00254159,0.00416804,0.00171995,0.0352383,0.0228265
273.551,0.219445,0.0308778,0.0250057,1.49182,0.00246919,0.00323347,0.00173099,0.0401866,0.0440584
273.601,0.219457,0.0308385,0.0250068,1.49235,0.00323894,0.00254337,0.00170596,0.0291646,0.0310516
273.651,0.219464,0.0307802,0.0250077,1.49175,0.00422943,0.00381327,0.00168437,0.0253165,0.0262233
273.701,0.219638,0.0306836,0.0250118,1.49191,0.00447108,0.0040893,0.00172187,0.0315126,0.0216809
273.751,0.219815,0.0306071,0.0250147,1.49187,0.00438205,0.00297066,0.00173189,0.0338439,0.0321187
273.801,0.219947,0.0305661,0.0250157,1.49227,0.0030097,0.0026475,0.00170492,0.0281003,0.0215546
273.851,0.219966,0.0305129,0.0250167,1.49223,0.00252578,0.00386496,0.00168413,0.029854,0.0189679
273.901,0.220008,0.0304128,0.0250207,1.49233,0.0024323,0.00440802,0.00172167,0.0352874,0.022224
273.951,0.220029,0.0303224,0.0250237,1.49189,0.00241135,0.00341867,0.00173255,0.0399703,0.0425697
274.001,0.22005,0.0302784,0.0250247,1.49252,0.00314599,0.00268325,0.00170726,0.0292104,0.0300746
274.051,0.220102,0.0302159,0.0250258,1.49231,0.00399696,0.00416041,0.0016877,0.0257554,0.0255919
274.101,0.220265,0.0301119,0.0250299,1.49249,0.00421315,0.00446031,0.00172505,0.0319614,0.0220691
274.151,0.220421,0.0300261,0.0250328,1.4924,0.00423539,0.00327361,0.00173479,0.0346312,0.0329557
274.201,0.220533,0.0299758,0.0250337,1.49277,0.00291271,0.00281104,0.00170737,0.0285157,0.0218559
274.251,0.220533,0.0299155,0.0250347,1.4927,0.00241002,0.00415847,0.00168642,0.0302447,0.019085
274.301,0.220556,0.0298119,0.0250388,1.49279,0.00234881,0.00465054,0.0017242,0.0355213,0.022343
274.351,0.220565,0.0297193,0.0250418,1.49241,0.00236794,0.00361201,0.00173527,0.0399299,0.0418643
274.401,0.220583,0.0296707,0.0250429,1.49308,0.0030437,0.00285731,0.00170992,0.0291198,0.0297085
274.451,0.220632,0.0296022,0.0250438,1.49292,0.00375866,0.00449925,0.00168797,0.0260268,0.0252041
274.501,0.220777,0.0294931,0.0250479,1.49308,0.0039379,0.00481918,0.00172531,0.0324502,0.022467
274.551,0.220908,0.0294013,0.0250508,1.49289,0.00405455,0.00358548,0.00173501,0.0352611,0.034402
274.601,0.220997,0.0293441,0.0250518,1.49323,0.00280842,0.00299649,0.00170756,0.0285918,0.0224351
274.651,0.220953,0.0292813,0.0250527,1.49296,0.00232807,0.00432959,0.00168431,0.0298191,0.0193631
274.701,0.220956,0.0291791,0.0250568,1.49303,0.0023047,0.00480211,0.00172184,0.035282,0.0221417
274.751,0.220954,0.0290876,0.0250597,1.49272,0.00233508,0.00375124,0.00173268,0.0396013,0.0412569
274.801,0.220962,0.029037,0.0250608,1.49341,0.00287473,0.0030301,0.00170732,0.0290673,0.0292749
274.851,0.221015,0.0289664,0.0250618,1.49341,0.00343367,0.00482772,0.0016878,0.0262473,0.0248065
274.901,0.221138,0.0288553,0.0250659,1.49355,0.00358571,0.00517083,0.00172515,0.0324043,0.0226811
274.951,0.221253,0.0287605,0.0250689,1.49338,0.00378032,0.00391875,0.00173507,0.0354692,0.0351798
275.001,0.221336,0.0286995,0.0250699,1.49379,0.00266415,0.00318456,0.00170799,0.0283679,0.0228175
275.051,0.221296,0.0286367,0.0250709,1.49364,0.00229004,0.00455941,0.00168722,0.0297782,0.0196207
275.101,0.221275,0.0285365,0.025075,1.49369,0.00233803,0.0050077,0.00172464,0.0352884,0.0220554
275.151,0.221247,0.0284467,0.0250779,1.49337,0.00236514,0.00394242,0.0017354,0.0393707,0.0407987
275.201,0.221239,0.0283951,0.025079,1.49402,0.00271818,0.0032185,0.00170998,0.0291492,0.0290188
275.251,0.221284,0.0283234,0.0250801,1.49406,0.00312821,0.00517428,0.0016905,0.026798,0.0247456
275.301,0.221379,0.028213,0.0250842,1.49418,0.00324886,0.00553452,0.00172809,0.0326229,0.0225544
275.351,0.221478,0.0281177,0.0250872,1.49403,0.00345531,0.00428214,0.00173836,0.0356673,0.0351845
275.401,0.221552,0.0280553,0.0250882,1.49451,0.00251073,0.00338146,0.00171154,0.0282584,0.0228624
275.451,0.221506,0.0279945,0.0250892,1.49444,0.00233244,0.00475359,0.00168852,0.0296454,0.0197865
275.501,0.221456,0.0278994,0.0250933,1.49446,0.00247338,0.00517268,0.00172589,0.0352495,0.0221756
275.551,0.221382,0.027814,0.0250962,1.49397,0.00246966,0.00409605,0.00173654,0.0394169,0.0406919
275.601,0.22132,0.0277627,0.0250973,1.49434,0.00255337,0.00340421,0.00171091,0.0292396,0.0288047
275.651,0.221277,0.027693,0.0250983,1.49386,0.00285425,0.00536612,0.001689,0.0269513,0.0242848
275.701,0.221342,0.0275897,0.0251024,1.49389,0.00295757,0.00573277,0.00172632,0.0332652,0.0229337
275.751,0.221425,0.0275002,0.0251054,1.49371,0.00321039,0.00449235,0.00173631,0.0369159,0.0368378
275.801,0.221494,0.0274405,0.0251064,1.49427,0.00241881,0.0034981,0.00170943,0.0288235,0.0236615
275.851,0.221442,0.0273835,0.0251074,1.49426,0.00243262,0.00489075,0.00168888,0.0297978,0.0204003
275.901,0.221376,0.0272971,0.0251115,1.49431,0.00261884,0.00525443,0.00172623,0.0353023,0.0216584
275.951,0.221288,0.0272198,0.0251145,1.49388,0.00258014,0.00416503,0.00173701,0.0393381,0.0392981
276.001,0.221223,0.0271715,0.0251156,1.49429,0.00246331,0.00351478,0.00171166,0.0294319,0.0279324
276.051,0.221208,0.0271075,0.0251167,1.49411,0.00265865,0.00552969,0.00169214,0.0274727,0.0236341
276.101,0.221262,0.0270143,0.0251208,1.49418,0.0027494,0.00589098,0.00172931,0.0338126,0.0232089
276.151,0.221327,0.0269329,0.0251238,1.49398,0.00301218,0.00468437,0.00173923,0.0373989,0.0376012
276.201,0.221378,0.0268769,0.0251248,1.49455,0.00237155,0.00360816,0.0017123,0.028895,0.0241973
276.251,0.221314,0.0268234,0.0251259,1.49459,0.00258806,0.00507824,0.00169181,0.0298803,0.0208185
276.301,0.221231,0.0267466,0.02513,1.49467,0.00282089,0.00540893,0.00172937,0.0349793,0.0215639
276.351,0.221129,0.026678,0.0251331,1.49427,0.00270094,0.0043044,0.00174029,0.0386864,0.0388095
276.401,0.221056,0.0266336,0.0251342,1.4947,0.00241177,0.00367223,0.0017148,0.0291703,0.0276833
276.451,0.22104,0.0265762,0.0251352,1.49459,0.00253102,0.00572526,0.00169281,0.0276465,0.0233066
276.501,0.22108,0.0264953,0.0251393,1.49465,0.00260925,0.0060891,0.00172996,0.0339536,0.023223
276.551,0.221124,0.0264244,0.0251423,1.49439,0.00285997,0.00490174,0.00174002,0.0377815,0.0381691
276.601,0.221147,0.0263754,0.0251433,1.49488,0.00234987,0.00373324,0.00171334,0.0291404,0.0247427
276.651,0.22104,0.0263301,0.0251443,1.49473,0.0027122,0.00516078,0.00169063,0.0296976,0.0213004
276.701,0.220944,0.0262668,0.0251484,1.49482,0.00297889,0.00546407,0.00172789,0.0351576,0.0213003
276.751,0.220842,0.0262107,0.0251514,1.49453,0.00284222,0.00436978,0.00173851,0.0390725,0.0385046
276.801,0.220772,0.0261737,0.0251525,1.49509,0.00236136,0.0037674,0.0017129,0.0296733,0.0273652
276.851,0.220765,0.0261265,0.0251536,1.49515,0.00241509,0.00587783,0.00169323,0.0284344,0.0230151
276.901,0.220791,0.0260608,0.0251578,1.49522,0.00248505,0.0062548,0.00173037,0.0347362,0.0229269
276.951,0.220811,0.0260034,0.0251608,1.49489,0.00269458,0.00508053,0.00174038,0.0383908,0.038385
277.001,0.22081,0.0259632,0.0251618,1.49533,0.00234757,0.0038533,0.00171365,0.0295156,0.0250979
277.051,0.220692,0.0259268,0.0251629,1.4952,0.00290302,0.00530404,0.0016932,0.0299611,0.021681
277.101,0.220579,0.025878,0.025167,1.49529,0.00318511,0.00558218,0.00173035,0.0355708,0.0212441
277.151,0.220461,0.0258351,0.02517,1.49499,0.00301908,0.00448196,0.00174074,0.0393526,0.0383497
277.201,0.220373,0.0258061,0.0251711,1.49552,0.00234884,0.00389955,0.00171477,0.0298323,0.0274002
277.251,0.220351,0.0257693,0.0251723,1.49558,0.00234218,0.00610644,0.00169502,0.0289005,0.0230127
277.301,0.22036,0.025721,0.0251764,1.49565,0.00239956,0.00647197,0.00173243,0.0347045,0.0227531
277.351,0.220364,0.0256794,0.0251795,1.49531,0.00255758,0.00529608,0.00174286,0.0383881,0.038521
277.401,0.220345,0.0256504,0.0251806,1.49573,0.00238025,0.00398576,0.0017165,0.0292944,0.02546
277.451,0.220205,0.0256249,0.0251815,1.49554,0.0031043,0.00544023,0.00169395,0.0295799,0.0220041
277.501,0.220076,0.0255928,0.0251857,1.49564,0.00341562,0.00568409,0.00173107,0.0350863,0.0212525
277.551,0.219941,0.0255653,0.0251887,1.49535,0.00323213,0.00458215,0.00174156,0.0386569,0.038317
277.601,0.219835,0.0255464,0.0251898,1.49583,0.00236418,0.00399837,0.00171581,0.0296074,0.0273901
277.651,0.21979,0.0255236,0.0251908,1.49579,0.00230248,0.00616967,0.00169383,0.0287348,0.0228292
277.701,0.219789,0.0254963,0.025195,1.49587,0.00234216,0.00653761,0.00173094,0.0349957,0.022834
277.751,0.219793,0.0254737,0.025198,1.49556,0.00246623,0.00540566,0.00174126,0.0389404,0.0395731
277.801,0.219782,0.0254582,0.0251991,1.49612,0.00242466,0.0040654,0.00171515,0.0295192,0.0261348
277.851,0.219652,0.0254453,0.0252002,1.49609,0.00328808,0.00558755,0.00169517,0.0295309,0.0227113
277.901,0.219511,0.0254319,0.0252044,1.49619,0.00358971,0.00581457,0.00173223,0.0350122,0.0209439
277.951,0.219364,0.0254215,0.0252074,1.49592,0.00339649,0.00470765,0.00174262,0.0385733,0.0372574
278.001,0.219248,0.0254143,0.0252085,1.49638,0.00239513,0.00412472,0.00171669,0.0298064,0.0269151
278.051,0.219204,0.0254067,0.0252096,1.49642,0.00230218,0.00631891,0.00169681,0.0292815,0.0223866
278.101,0.219192,0.025402,0.0252138,1.49646,0.00232674,0.00670294,0.0017338,0.0356708,0.0230236
278.151,0.219174,0.0254002,0.0252168,1.49606,0.00241859,0.00556542,0.00174386,0.0396302,0.0402581
278.201,0.219131,0.0253995,0.0252179,1.4965,0.00247683,0.00416799,0.00171736,0.0298267,0.0265938
278.251,0.218971,0.0254005,0.025219,1.49634,0.00344571,0.00579029,0.00169723,0.0295956,0.0230974
278.301,0.218818,0.0254078,0.0252232,1.49645,0.00376141,0.00601079,0.00173456,0.0346397,0.0208887
278.351,0.218662,0.0254162,0.0252263,1.49621,0.00356056,0.00490606,0.00174517,0.0378594,0.0366159
278.401,0.218533,0.0254224,0.0252274,1.49663,0.00244378,0.00429765,0.00171921,0.0297411,0.0267278
278.451,0.218476,0.0254315,0.0252284,1.49663,0.00230738,0.00648539,0.00169696,0.0295161,0.0222136
278.501,0.21845,0.0254514,0.0252326,1.49662,0.00231841,0.00684728,0.00173394,0.0362615,0.0230285
278.551,0.218414,0.0254723,0.0252356,1.49613,0.00237837,0.0057112,0.00174415,0.0404295,0.0408916
278.601,0.21836,0.0254876,0.0252367,1.49656,0.00254373,0.00431265,0.00171799,0.030185,0.0271524
278.651,0.218175,0.0255039,0.0252377,1.49629,0.0035671,0.00594646,0.00169577,0.0294617,0.0237031
278.701,0.218007,0.0255337,0.0252419,1.49635,0.00388017,0.00615387,0.00173281,0.0349999,0.020606
278.751,0.217842,0.0255625,0.025245,1.49609,0.00371433,0.0050388,0.00174331,0.0386314,0.0364712
278.801,0.217704,0.0255833,0.0252461,1.49653,0.00249441,0.00440612,0.00171759,0.0303906,0.026581
278.851,0.217638,0.02561,0.0252472,1.4965,0.00232108,0.00659163,0.0016979,0.0304114,0.0218471
278.901,0.217607,0.0256557,0.0252514,1.49647,0.00232216,0.00695562,0.00173484,0.0370159,0.023174
278.951,0.217567,0.0257001,0.0252544,1.49598,0.00236286,0.00581767,0.00174514,0.0412281,0.0413518
279.001,0.217507,0.0257324,0.0252556,1.49644,0.00259492,0.00439458,0.0017192,0.0307544,0.027387
279.051,0.217322,0.025765,0.0252567,1.49621,0.00363872,0.00608991,0.00169933,0.029861,0.0240052
279.101,0.217155,0.0258183,0.0252609,1.49629,0.0039187,0.00627271,0.0017362,0.0355403,0.0205805
279.151,0.216989,0.0258686,0.0252639,1.49606,0.00378501,0.00515233,0.00174641,0.0389899,0.0362385
279.201,0.216845,0.0259055,0.0252651,1.49649,0.0025264,0.00447764,0.00172022,0.03085,0.02647
279.251,0.216786,0.0259515,0.0252662,1.49654,0.00232797,0.00672276,0.00170031,0.0311498,0.0217253
279.301,0.216759,0.026024,0.0252704,1.49656,0.00232841,0.0070559,0.00173748,0.0375155,0.0230845
279.351,0.216713,0.0260928,0.0252735,1.49601,0.00236414,0.00588069,0.00174798,0.041819,0.0418918
279.401,0.216639,0.0261428,0.0252746,1.49642,0.00262094,0.00446092,0.00172199,0.0307536,0.0278773
279.451,0.216427,0.0261929,0.0252756,1.49604,0.00365459,0.00621083,0.00169971,0.0296357,0.0244773
279.501,0.216262,0.0262706,0.0252798,1.49615,0.00393828,0.00640501,0.00173656,0.0353997,0.0204779
279.551,0.21609,0.0263438,0.0252829,1.4959,0.00384751,0.00531139,0.00174676,0.0387761,0.0362143
279.601,0.215925,0.0263987,0.025284,1.49622,0.00255587,0.00459481,0.0017205,0.0308333,0.0264942
279.651,0.21585,0.0264629,0.025285,1.49618,0.00232006,0.00674354,0.00169817,0.0311538,0.0216085
279.701,0.215828,0.0265612,0.0252892,1.4962,0.0023208,0.00708582,0.00173509,0.0379619,0.0228836
279.751,0.215779,0.0266539,0.0252923,1.4956,0.00236087,0.00594703,0.00174554,0.0425284,0.0424367
279.801,0.215702,0.0267212,0.0252934,1.49601,0.00263743,0.00456128,0.00171992,0.0309519,0.0281153
279.851,0.215496,0.0267896,0.0252945,1.49569,0.00364529,0.00641618,0.00170029,0.0294443,0.0247283
279.901,0.215332,0.0268934,0.0252987,1.49579,0.00390966,0.00663546,0.00173713,0.0352248,0.0206532
279.951,0.215163,0.0269906,0.0253018,1.49555,0.00385638,0.00551089,0.00174726,0.038711,0.0363572
280.001,0.215,0.0270639,0.0253029,1.49591,0.00257666,0.00472842,0.00172091,0.0309235,0.0264392
280.051,0.214931,0.0271471,0.025304,1.4959,0.00231977,0.0068662,0.00170076,0.0314164,0.0215724
280.101,0.21491,0.0272718,0.0253082,1.49589,0.00232737,0.0072094,0.00173758,0.0382423,0.0225231
280.151,0.214858,0.0273884,0.0253113,1.49524,0.00237389,0.00606228,0.00174781,0.0428849,0.0424199
280.201,0.214772,0.0274726,0.0253124,1.49559,0.00264878,0.0047058,0.00172185,0.0308696,0.0281542
280.251,0.214563,0.0275612,0.0253135,1.49525,0.00360973,0.00672957,0.00170216,0.0292292,0.0247788
280.301,0.214401,0.0276934,0.0253178,1.49535,0.00381753,0.00693192,0.00173925,0.0345793,0.0207421
280.351,0.214233,0.0278164,0.0253209,1.49508,0.00379861,0.005784,0.00174962,0.0380638,0.0360839
280.401,0.214064,0.0279096,0.025322,1.49536,0.00257079,0.00488341,0.00172328,0.030569,0.0261473
280.451,0.213989,0.0280106,0.025323,1.49525,0.00230955,0.00693103,0.00170073,0.0314591,0.0213374
280.501,0.213979,0.0281599,0.0253272,1.49526,0.00233686,0.00724861,0.00173754,0.0384212,0.0223889
280.551,0.213935,0.0282993,0.0253302,1.49459,0.00238838,0.00612111,0.00174794,0.0433101,0.0429307
280.601,0.21385,0.0284,0.0253314,1.49494,0.00264448,0.00480998,0.00172234,0.0311352,0.0285728
280.651,0.213622,0.0285051,0.0253324,1.49446,0.00350286,0.00685269,0.00170056,0.0290568,0.0251658
280.701,0.213466,0.0286619,0.0253366,1.49453,0.00368833,0.00706456,0.00173736,0.0349544,0.0208235
280.751,0.213301,0.0288082,0.0253397,1.49423,0.00376293,0.00594757,0.00174749,0.0384871,0.0363507
280.801,0.213125,0.0289201,0.0253408,1.49446,0.0025611,0.0049728,0.00172107,0.0310489,0.0262822
280.851,0.213054,0.0290382,0.0253419,1.49435,0.00231122,0.00697148,0.00170088,0.0320679,0.0213935
280.901,0.213052,0.0292099,0.0253461,1.49435,0.00236186,0.00728881,0.00173769,0.0388641,0.0220399
280.951,0.213022,0.0293702,0.0253491,1.49372,0.0024145,0.00615864,0.00174807,0.0434693,0.0427325
281.001,0.212952,0.0294866,0.0253503,1.49414,0.00261082,0.00491772,0.00172246,0.0311651,0.0287205
281.051,0.212758,0.0296119,0.0253514,1.49384,0.00334348,0.00708526,0.00170292,0.0288903,0.0254056
281.101,0.212618,0.0297958,0.0253556,1.49394,0.00349981,0.00731565,0.00173962,0.0347013,0.0209065
281.151,0.212461,0.0299668,0.0253587,1.49363,0.00364824,0.00619202,0.00174955,0.038305,0.0361359
281.201,0.212287,0.0300979,0.0253598,1.49381,0.00252725,0.00509365,0.0017228,0.030969,0.0259646
281.251,0.21222,0.0302328,0.0253609,1.49365,0.00234449,0.00706593,0.00170251,0.0322001,0.0211245
281.301,0.212231,0.0304268,0.0253651,1.49364,0.00243551,0.00736705,0.0017396,0.0386187,0.0220249
281.351,0.212207,0.0306072,0.0253682,1.49297,0.00247168,0.00623311,0.00175026,0.0430688,0.0426415
281.401,0.212138,0.0307387,0.0253693,1.49333,0.00258145,0.00507123,0.00172471,0.0308287,0.0290618
281.451,0.21194,0.0308819,0.0253703,1.49295,0.00316067,0.00730252,0.00170283,0.0284983,0.0256605
281.501,0.21181,0.0310908,0.0253746,1.49301,0.00328207,0.00753966,0.00173953,0.0345128,0.0210157
281.551,0.211661,0.0312853,0.0253776,1.49266,0.00349398,0.00643825,0.00174948,0.0382174,0.0360733
281.601,0.211488,0.0314347,0.0253787,1.49277,0.00248216,0.00524216,0.00172273,0.0310363,0.0259709
281.651,0.211414,0.0315802,0.0253797,1.49248,0.00239694,0.00704764,0.00170006,0.0322756,0.0211414
281.701,0.211433,0.0317902,0.0253839,1.49241,0.00253499,0.00732792,0.00173691,0.0390231,0.021734
281.751,0.211432,0.0319857,0.0253869,1.49177,0.00255336,0.00619759,0.00174751,0.0437556,0.0430003
281.801,0.211387,0.032128,0.0253881,1.49224,0.00251253,0.00514923,0.00172237,0.0310871,0.0294782
281.851,0.211214,0.0322888,0.0253892,1.49195,0.00293298,0.00750075,0.00170317,0.0283105,0.0260545
281.901,0.211104,0.0325214,0.0253934,1.49204,0.00303208,0.00774268,0.00173986,0.0340242,0.0208026
281.951,0.210964,0.0327374,0.0253965,1.49164,0.0032921,0.00664244,0.00174977,0.0376106,0.035163
282.001,0.210789,0.0329037,0.0253975,1.49162,0.00243584,0.00533114,0.00172297,0.0307202,0.025473
282.051,0.210718,0.0330594,0.0253986,1.49126,0.00251196,0.00701772,0.00170247,0.0321134,0.0207442
282.101,0.210754,0.0332831,0.0254028,1.49117,0.00270546,0.00726906,0.00173921,0.0389969,0.0217739
282.151,0.210769,0.0334913,0.0254059,1.49051,0.00268725,0.00616412,0.00174963,0.0436533,0.0437179
282.201,0.210734,0.0336435,0.025407,1.49098,0.00245123,0.00526839,0.0017242,0.030737,0.0298396
282.251,0.210575,0.0338234,0.0254081,1.49068,0.00268051,0.00776788,0.00170493,0.0277477,0.0263819
282.301,0.210484,0.0340799,0.0254124,1.49074,0.00273516,0.00799575,0.00174187,0.0328441,0.0208138
282.351,0.210375,0.0343183,0.0254154,1.49042,0.00299653,0.0069038,0.00175186,0.0361737,0.0343609
282.401,0.210228,0.0345027,0.0254165,1.49045,0.00238151,0.00545963,0.00172474,0.0299584,0.0252369
282.451,0.210161,0.0346644,0.0254174,1.49,0.00271964,0.00692258,0.00170162,0.0317187,0.020594
282.501,0.210215,0.0348969,0.0254217,1.48987,0.00298141,0.00715745,0.00173841,0.0387578,0.0217206
282.551,0.210233,0.0351123,0.0254247,1.48905,0.00289101,0.00607417,0.0017489,0.0436082,0.0442238
282.601,0.210183,0.0352685,0.0254258,1.48933,0.00239287,0.00532446,0.00172358,0.0306894,0.0302422
282.651,0.209979,0.0354543,0.0254268,1.48862,0.00246392,0.00779139,0.00170202,0.0273638,0.0265596
282.701,0.209904,0.0357246,0.025431,1.4886,0.00250264,0.00803111,0.00173875,0.0328728,0.0209222
282.751,0.209829,0.0359786,0.0254341,1.48836,0.00276491,0.00701477,0.00174859,0.0364077,0.0345908
282.801,0.20971,0.0361767,0.0254351,1.48848,0.0023608,0.00547728,0.00172158,0.0304935,0.0253696
282.851,0.209652,0.0363436,0.0254361,1.48802,0.00295743,0.00681129,0.00170098,0.0321287,0.020794
282.901,0.209725,0.0365817,0.0254403,1.48786,0.00327083,0.00701611,0.00173779,0.0389154,0.0213415
282.951,0.209767,0.0368022,0.0254434,1.48708,0.00310017,0.0059579,0.00174833,0.0436519,0.0439903
