t,roll_err_deg,roll_err_rms_deg,bay_err_rms,roll_sigma_deg,bay_err,bay_sigma,turning
52.93,0.0001667,0.0175569,0.000401808,0.0222777,0.000500975,0.00154861,1
52.94,0.00655728,0.018212,0.000401386,0.0223451,0.000495202,0.00154858,1
52.95,0.0103281,0.0190194,0.000400402,0.0221869,0.000500335,0.00154853,1
52.96,0.00916257,0.0189573,0.000399415,0.0219194,0.000491766,0.00154846,1
52.97,0.00666124,0.01854,0.000398073,0.0216992,0.000519695,0.00154837,1
52.98,0.00569791,0.0182626,0.000396185,0.0215986,0.000477387,0.00154826,1
52.99,0.0173301,0.0180839,0.000394665,0.0212665,0.000436704,0.00154814,1
53,0.0130693,0.0179112,0.000392769,0.0207008,0.000396593,0.00154801,1
53.01,0.00575823,0.0178129,0.000390467,0.0203359,0.000332826,0.00154787,1
53.02,-0.00664353,0.018026,0.000387911,0.0202435,0.000296312,0.00154772,1
53.03,-0.0140103,0.0185802,0.000384798,0.020435,0.000280908,0.00154756,1
53.04,-0.0148806,0.0190254,0.000381621,0.0209107,0.000311944,0.00154752,1
53.05,-0.0143214,0.0191745,0.000379191,0.0216016,0.000310551,0.0015476,1
53.06,-0.0182327,0.0194477,0.00037679,0.0223847,0.00028241,0.00154768,1
53.07,-0.0156104,0.01976,0.000374572,0.0230401,0.000270663,0.00154775,1
53.08,-0.00642676,0.0198484,0.000371554,0.0234078,0.000264516,0.00154781,1
53.09,0.00571848,0.0198528,0.00036648,0.0233814,0.000240684,0.00154785,1
53.1,0.0159153,0.0198633,0.000361234,0.0230648,0.000241979,0.00154789,1
53.11,0.023888,0.0198407,0.000355375,0.0227135,0.00024283,0.00154791,1
53.12,0.0201166,0.0196748,0.000349157,0.0226155,0.000237524,0.00154791,1
53.13,0.0144615,0.0194124,0.00034336,0.0229185,0.000242938,0.0015479,1
53.14,0.0133699,0.0189806,0.000337463,0.0235107,0.000294261,0.00154787,1
53.15,0.0122595,0.0184935,0.000331115,0.024144,0.000300458,0.00154782,1
53.16,0.0115229,0.0182071,0.000324251,0.024659,0.000318672,0.00154775,1
53.17,-0.00405988,0.0182601,0.000317043,0.0249299,0.000331911,0.00154767,1
53.18,-0.0268981,0.018668,0.000309648,0.0241862,0.000341536,0.00154756,1
53.19,-0.045773,0.0192556,0.000301709,0.0225544,0.00033262,0.00154745,1
53.2,-0.040902,0.0197613,0.000293788,0.0209664,0.000305629,0.00154732,1
53.21,-0.0167579,0.0201909,0.000285575,0.0200359,0.000285117,0.00154718,1
53.22,-0.00187102,0.0205943,0.000276841,0.0196644,0.000296786,0.00154703,1
53.23,0.000208146,0.0208696,0.000267949,0.0195875,0.000325209,0.00154688,1
53.24,-0.00415696,0.0208887,0.000260351,0.0197281,0.000365531,0.00154684,1
53.25,-0.0128829,0.020761,0.00025403,0.0200481,0.000341659,0.00154693,1
53.26,-0.0214482,0.0207015,0.000249302,0.0204515,0.000358507,0.001547,1
53.27,-0.0297646,0.0206988,0.000245651,0.0208955,0.000306452,0.00154707,1
53.28,-0.0362652,0.0206462,0.000243211,0.0213095,0.000285735,0.00154713,1
53.29,-0.0382016,0.0205633,0.000240254,0.0215848,0.000266605,0.00154718,1
53.3,-0.0342336,0.020499,0.000236852,0.0217302,0.000256011,0.00154722,1
53.31,-0.0286947,0.0204391,0.000233773,0.0219093,0.000237057,0.00154724,1
53.32,-0.0199882,0.0204681,0.000231688,0.022126,0.000237369,0.00154725,1
53.33,-0.0122749,0.0209316,0.000229313,0.0222766,0.000214123,0.00154724,1
53.34,-0.00684324,0.0221609,0.00022716,0.02225,0.000224321,0.00154721,1
53.35,-0.00536772,0.0238301,0.000225282,0.022022,0.000223415,0.00154716,1
53.36,-0.00691282,0.0246255,0.000223161,0.0217253,0.000189393,0.00154709,1
53.37,-0.012612,0.0248251,0.000220925,0.0214947,0.00019023,0.001547,1
53.38,-0.0161249,0.0249311,0.000218934,0.0213704,0.000147294,0.0015469,1
53.39,-0.00765379,0.0251038,0.00021718,0.0210606,0.000141973,0.00154679,1
53.4,-0.00746474,0.0254147,0.00021494,0.0205358,0.000107833,0.00154666,1
53.41,-0.0143645,0.0259763,0.000212104,0.0201661,7.56255e-05,0.00154652,1
53.42,-0.0242032,0.0268505,0.000209752,0.0200579,7.28259e-05,0.00154637,1
53.43,-0.0324019,0.0278245,0.000206833,0.0202089,7.24635e-05,0.00154622,1
53.44,-0.0339412,0.0285745,0.000203602,0.0206124,8.92261e-05,0.00154618,1
53.45,-0.0309858,0.0290558,0.000202405,0.0212005,8.75216e-05,0.00154627,1
53.46,-0.0309893,0.0297544,0.000201582,0.021844,8.99411e-05,0.00154634,1
53.47,-0.0280698,0.030483,0.000201347,0.0223583,0.000116878,0.00154641,1
53.48,-0.0177395,0.0310096,0.000200087,0.022623,0.000109144,0.00154647,1
53.49,-0.00580887,0.03133,0.000197066,0.0225647,0.000112706,0.00154652,1
53.5,-0.000610082,0.031509,0.000193974,0.0223225,0.000132952,0.00154655,1
53.51,0.00065189,0.0316057,0.00019107,0.02213,0.000127732,0.00154658,1
53.52,-0.00380327,0.0315876,0.00018888,0.0221621,0.00011569,0.00154658,1
53.53,-0.00687046,0.0315042,0.000187347,0.022431,0.000144494,0.00154657,1
53.54,-0.00838018,0.0312507,0.000186217,0.0228318,0.000130445,0.00154654,1
53.55,-0.00954396,0.0308897,0.000185516,0.0231677,0.000140428,0.00154648,1
53.56,-0.0153238,0.0307186,0.000184773,0.023419,0.000153674,0.00154642,1
53.57,-0.0255356,0.0308825,0.000183935,0.0235327,0.000143172,0.00154633,1
53.58,-0.0423557,0.0313119,0.000183529,0.0230589,0.00011611,0.00154622,1
53.59,-0.061745,0.0318944,0.000184178,0.0217978,0.000119592,0.00154611,1
53.6,-0.0590808,0.032464,0.000184297,0.020542,0.000117539,0.00154598,1
53.61,-0.0379703,0.0329569,0.000184189,0.0198034,9.56054e-05,0.00154584,1
53.62,-0.0259092,0.0333715,0.000184351,0.0195081,8.70245e-05,0.0015457,1
53.63,-0.0227222,0.0336478,0.000184967,0.0194576,0.000153528,0.00154555,1
53.64,-0.0263733,0.0338149,0.000186297,0.0196054,0.000196485,0.00154552,1
53.65,-0.0347954,0.0339128,0.000187501,0.0199397,0.000196486,0.0015456,1
53.66,-0.0464604,0.0339719,0.000189013,0.0203536,0.000228834,0.00154568,1
53.67,-0.0514289,0.0339793,0.00019092,0.0207978,0.000242509,0.00154575,1
53.68,-0.0567737,0.033907,0.000193359,0.0212257,0.000238454,0.00154581,1
53.69,-0.0599846,0.0338011,0.000196324,0.0215397,0.000247821,0.00154586,1
53.7,-0.0566824,0.0337595,0.000199583,0.0217031,0.000274493,0.0015459,1
53.71,-0.0514881,0.0338162,0.000202644,0.021857,0.000265453,0.00154592,1
53.72,-0.0441067,0.0339929,0.000204979,0.0219972,0.000268981,0.00154593,1
53.73,-0.0355419,0.0344614,0.000207351,0.0220636,0.000260506,0.00154592,1
53.74,-0.0280615,0.0355353,0.00020985,0.0219794,0.000263915,0.0015459,1
53.75,-0.0233224,0.0369366,0.000212082,0.0217332,0.000253149,0.00154585,1
53.76,-0.0237668,0.0378964,0.000214261,0.0214437,0.000270142,0.00154579,1
53.77,-0.0253668,0.0383597,0.000216783,0.0212127,0.000253296,0.00154571,1
53.78,-0.0299834,0.0386675,0.000220029,0.0210932,0.000252946,0.00154562,1
53.79,-0.0175034,0.0389555,0.000225577,0.0208217,0.000250605,0.00154551,1
53.8,-0.0176792,0.039305,0.000231504,0.0203469,0.00023288,0.00154539,1
53.81,-0.0277838,0.0397783,0.000237617,0.0200019,0.00021275,0.00154526,1
53.82,-0.0391761,0.0403696,0.000243184,0.0198908,0.000190998,0.00154512,1
53.83,-0.0429321,0.0409482,0.000248563,0.0199777,0.000227932,0.00154498,1
53.84,-0.0434462,0.0412118,0.000253423,0.020283,0.000246011,0.00154495,1
53.85,-0.0426055,0.0411546,0.000258033,0.0207802,0.00020448,0.00154503,1
53.86,-0.0387961,0.0414144,0.000263315,0.0213118,0.000199899,0.00154511,1
53.87,-0.036523,0.0418092,0.000269334,0.0217518,0.000197315,0.00154518,1
53.88,-0.0313639,0.0421999,0.000275137,0.0220145,0.000206677,0.00154524,1
53.89,-0.0215881,0.0424442,0.000280379,0.0220294,0.000207539,0.00154529,1
53.9,-0.0175551,0.0425435,0.00028515,0.0219039,0.000193685,0.00154533,1
53.91,-0.0176511,0.0424647,0.000289655,0.0218348,0.000192909,0.00154536,1
53.92,-0.0213288,0.0422008,0.000293973,0.0219276,0.000221338,0.00154537,1
53.93,-0.0260842,0.0418404,0.000298458,0.0221462,0.000256411,0.00154536,1
53.94,-0.0285123,0.0412849,0.000302771,0.0224011,0.000259062,0.00154533,1
53.95,-0.0323132,0.0406059,0.000305916,0.0225666,0.000273062,0.00154528,1
53.96,-0.0360102,0.0401366,0.000308668,0.022643,0.000248982,0.00154522,1
53.97,-0.0419035,0.0399537,0.00031102,0.0226652,0.000242249,0.00154514,1
53.98,-0.0551,0.0400622,0.000314299,0.0223765,0.000255828,0.00154504,1
53.99,-0.0712422,0.0403883,0.000317928,0.0214031,0.00025339,0.00154494,1
54,-0.069597,0.0408078,0.000321227,0.0203456,0.000250984,0.00154482,1
54.01,-0.0482988,0.0412283,0.000324116,0.0196836,0.000264506,0.0015447,1
54.02,-0.0373827,0.041622,0.000326836,0.0193946,0.000269675,0.00154457,1
54.03,-0.0334871,0.0418203,0.000329696,0.0193276,0.000345685,0.00154444,1
54.04,-0.0361571,0.0419003,0.000333098,0.0194522,0.000387982,0.00154441,1
54.05,-0.0412029,0.041988,0.000336188,0.0197436,0.000400117,0.0015445,1
54.06,-0.0490543,0.0420374,0.00033925,0.020103,0.000395947,0.00154458,1
54.07,-0.0567938,0.0419794,0.000342434,0.0204862,0.000390561,0.00154465,1
54.08,-0.0605534,0.041848,0.000345485,0.0208196,0.000375834,0.00154471,1
54.09,-0.0612722,0.041697,0.000348005,0.0210294,0.000353307,0.00154477,1
54.1,-0.0595845,0.0416309,0.000350601,0.0211405,0.000375767,0.00154481,1
54.11,-0.0547667,0.0416644,0.000353723,0.0212251,0.000412761,0.00154484,1
54.12,-0.0486959,0.0418287,0.000356636,0.021281,0.000415032,0.00154486,1
54.13,-0.0433018,0.0421687,0.000359445,0.0212838,0.000416944,0.00154486,1
54.14,-0.0381644,0.0429027,0.000361755,0.0211604,0.000426615,0.00154485,1
54.15,-0.0348462,0.0439218,0.000364326,0.0209381,0.000417347,0.00154481,1
54.16,-0.0338573,0.0446421,0.000366942,0.0206845,0.000410869,0.00154477,1
54.17,-0.036314,0.0449977,0.000369548,0.0204952,0.000431265,0.0015447,1
54.18,-0.036839,0.0451739,0.000372251,0.020416,0.000429374,0.00154463,1
54.19,-0.0280487,0.0453008,0.000375969,0.0202766,0.000424293,0.00154454,1
54.2,-0.0291886,0.0455051,0.00037994,0.01995,0.000400901,0.00154444,1
54.21,-0.0361871,0.0457807,0.000383977,0.0196777,0.000389542,0.00154434,1
54.22,-0.042901,0.0460693,0.000388469,0.0195551,0.000397402,0.00154423,1
54.23,-0.0479365,0.0463367,0.000393269,0.0195891,0.000421986,0.00154412,1
54.24,-0.0483506,0.0462979,0.000397907,0.0198162,0.000411958,0.0015441,1
54.25,-0.0475865,0.0460246,0.000402584,0.0202232,0.000411986,0.00154418,1
54.26,-0.0477552,0.0459746,0.000407022,0.0206856,0.00040565,0.00154426,1
54.27,-0.0446235,0.0462023,0.000410923,0.0210844,0.00039107,0.00154434,1
54.28,-0.0342945,0.0463956,0.000414099,0.0213211,0.000413173,0.0015444,1
54.29,-0.0271312,0.0465084,0.00041625,0.0213876,0.000408429,0.00154446,1
54.3,-0.0250732,0.0464812,0.000418253,0.0213588,0.000390949,0.00154451,1
54.31,-0.0264686,0.0462906,0.000419405,0.0213587,0.000397845,0.00154454,1
54.32,-0.0312844,0.0459181,0.000420627,0.0214409,0.000380967,0.00154456,1
54.33,-0.0348853,0.0454037,0.000422162,0.0215588,0.000375947,0.00154457,1
54.34,-0.0384676,0.0447785,0.00042447,0.0216298,0.000378574,0.00154456,1
54.35,-0.0413964,0.0440347,0.000427629,0.021602,0.000396174,0.00154453,1
54.36,-0.0437317,0.0433516,0.000430716,0.0215311,0.000381833,0.00154449,1
54.37,-0.0482048,0.0428997,0.000432911,0.021457,0.00037171,0.00154443,1
54.38,-0.0549698,0.0425671,0.00043538,0.0213182,0.000354525,0.00154437,1
54.39,-0.0680865,0.0423736,0.000438197,0.0207382,0.000348733,0.00154429,1
54.4,-0.067355,0.0422153,0.00044036,0.0199684,0.000364394,0.00154421,1
54.41,-0.0494561,0.0420375,0.000442053,0.0194479,0.00036315,0.00154412,1
54.42,-0.0391001,0.0418354,0.000443264,0.0192076,0.000374742,0.00154403,1
54.43,-0.035453,0.0415545,0.000443968,0.0191404,0.000421589,0.00154394,1
54.44,-0.0392571,0.0412923,0.000445049,0.0192302,0.000468072,0.00154393,1
54.45,-0.0464831,0.0411141,0.000446101,0.0194717,0.000466182,0.00154402,1
54.46,-0.0508187,0.0408547,0.00044739,0.0197908,0.000478075,0.0015441,1
54.47,-0.0559569,0.0404912,0.000448896,0.0201472,0.000490378,0.00154418,1
54.48,-0.0607173,0.0400338,0.000449282,0.0204289,0.00050089,0.00154425,1
54.49,-0.0623738,0.0395384,0.00044931,0.0205968,0.000504653,0.00154431,1
54.5,-0.0605359,0.0390597,0.000449563,0.0206667,0.000485807,0.00154437,1
54.51,-0.0557155,0.0386203,0.000449939,0.0206783,0.000489156,0.00154441,1
54.52,-0.0495466,0.0382557,0.000450647,0.0206603,0.000464249,0.00154444,1
54.53,-0.0424961,0.038082,0.000451767,0.0205998,0.000472064,0.00154446,1
54.54,-0.0386375,0.0381698,0.000452758,0.0204637,0.000487051,0.00154447,1
54.55,-0.0346478,0.0384852,0.00045425,0.0202693,0.000466018,0.00154446,1
54.56,-0.0319873,0.0386375,0.00045581,0.0200779,0.000466608,0.00154444,1
54.57,-0.0330117,0.0385476,0.000457044,0.0199291,0.000443732,0.00154441,1
54.58,-0.0331065,0.0383613,0.000458983,0.0198845,0.000474549,0.00154437,1
54.59,-0.0234618,0.0381165,0.000461669,0.0198123,0.000500623,0.00154432,1
54.6,-0.0199098,0.0378684,0.000464756,0.0195889,0.000533208,0.00154427,0
54.61,-0.0237911,0.0375823,0.000467984,0.019372,0.000514953,0.00154421,0
54.62,-0.0281952,0.0372037,0.000471169,0.0192516,0.000505041,0.00154414,0
54.63,-0.0293927,0.0367571,0.000475002,0.0192368,0.000546711,0.00154408,0
54.64,-0.0278029,0.036041,0.000479464,0.0193766,0.000528827,0.00154409,0
54.65,-0.0239331,0.035109,0.000483802,0.0196777,0.000513471,0.00154417,0
54.66,-0.0211205,0.0345235,0.000488453,0.0200503,0.000478297,0.00154425,0
54.67,-0.0167717,0.0342618,0.000492948,0.0204054,0.000469233,0.00154433,0
54.68,-0.0110751,0.0340728,0.000497242,0.020642,0.000474189,0.00154441,0
54.69,-0.00170456,0.0338138,0.000500935,0.0207607,0.000471423,0.00154447,0
54.7,-0.00112978,0.0333548,0.000504601,0.0208077,0.000458746,0.00154453,0
54.71,-0.00591242,0.0326831,0.000508672,0.0208442,0.000476953,0.00154458,0
54.72,-0.0127174,0.0318618,0.000512575,0.0208803,0.000453992,0.00154461,0
54.73,-0.016903,0.030808,0.000516101,0.0208916,0.000427991,0.00154464,0
54.74,-0.0202841,0.029589,0.000519603,0.0208406,0.000438271,0.00154465,0
54.75,-0.0226424,0.0282675,0.000523708,0.0207199,0.000428077,0.00154466,0
54.76,-0.0262047,0.0270559,0.00052815,0.0205387,0.00043555,0.00154465,0
54.77,-0.0300557,0.0260423,0.000532855,0.0203726,0.000450461,0.00154463,0
54.78,-0.0312756,0.0253258,0.000538079,0.0202363,0.000469684,0.00154461,0
54.79,-0.040654,0.0247386,0.000544088,0.0199314,0.00046107,0.00154458,0
54.8,-0.0414827,0.0242623,0.000550362,0.0194828,0.000474584,0.00154455,0
54.81,-0.0277887,0.0238239,0.000556754,0.0191635,0.000455588,0.00154451,0
54.82,-0.0203323,0.0234071,0.000562541,0.0189916,0.000457506,0.00154447,0
54.83,-0.0172374,0.0229327,0.000567892,0.0189338,0.000505153,0.00154443,0
54.84,-0.0232275,0.0225252,0.000573321,0.0190026,0.000530331,0.00154446,0
54.85,-0.0265703,0.0223415,0.000578417,0.0192119,0.000548845,0.00154454,0
54.86,-0.0260688,0.0221448,0.000583603,0.0195,0.00052876,0.00154462,0
54.87,-0.0277232,0.021833,0.000588876,0.01982,0.000560773,0.00154469,0
54.88,-0.033544,0.0214963,0.00059407,0.0200963,0.000580526,0.00154476,0
54.89,-0.037243,0.0211855,0.000599396,0.0202562,0.000585365,0.00154481,0
54.9,-0.0387684,0.0209852,0.000604989,0.0203167,0.00059232,0.00154486,0
54.91,-0.0355419,0.0209148,0.000611028,0.0202776,0.000596466,0.0015449,0
54.92,-0.0284094,0.0209102,0.000616902,0.0202062,0.000598333,0.00154493,0
54.93,-0.0233193,0.0210265,0.000623297,0.020104,0.000614983,0.00154495,0
54.94,-0.0183574,0.0212787,0.000629416,0.0199276,0.000627929,0.00154496,0
54.95,-0.0154861,0.0216481,0.000635343,0.0197411,0.000655451,0.00154497,0
54.96,-0.0128042,0.021856,0.000641173,0.0195638,0.000652834,0.00154497,0
54.97,-0.0122262,0.0218662,0.000647487,0.0194308,0.00066093,0.00154497,0
54.98,-0.0115041,0.0217851,0.000654642,0.0193767,0.000650903,0.00154497,0
54.99,-0.00367606,0.0216573,0.000662785,0.0193108,0.000662823,0.00154496,0
55,-0.00026029,0.0215039,0.000671022,0.019123,0.00069852,0.00154496,0
55.01,-0.00721319,0.0213066,0.000679039,0.0189383,0.000687937,0.00154495,0
55.02,-0.0152161,0.0210221,0.000686487,0.0188185,0.000695978,0.00154495,0
55.03,-0.0162479,0.0207215,0.000694351,0.018771,0.000720548,0.00154495,0
55.04,-0.0139602,0.0203427,0.000702575,0.0188546,0.00076667,0.00154499,0
55.05,-0.009245,0.0197114,0.000710247,0.0190746,0.000764552,0.00154508,0
55.06,-0.00803813,0.0193375,0.000718022,0.0193681,0.000742973,0.00154516,0
55.07,-0.00405328,0.0192329,0.000726054,0.0196896,0.000710706,0.00154524,0
55.08,-0.00171632,0.0191271,0.000733448,0.0199769,0.000740276,0.00154531,0
55.09,0.0012032,0.0189514,0.000739898,0.0201971,0.000750849,0.00154538,0
55.1,0.00195837,0.018607,0.000745972,0.0203025,0.000757002,0.00154544,0
55.11,-0.00107058,0.0182248,0.00075186,0.0203283,0.000768463,0.0015455,0
55.12,-0.00501503,0.0178349,0.000757908,0.0203152,0.000745422,0.00154555,0
55.13,-0.00965923,0.0173034,0.000763549,0.0202399,0.000778159,0.00154559,0
55.14,-0.0150808,0.0165673,0.000768902,0.0200944,0.000785375,0.00154563,0
55.15,-0.0183731,0.0156682,0.000774001,0.0198876,0.000783924,0.00154566,0
55.16,-0.0194723,0.0147166,0.000778798,0.019668,0.000769528,0.0015457,0
55.17,-0.0208115,0.0140297,0.000783552,0.0194974,0.000774746,0.00154572,0
55.18,-0.0214802,0.0136231,0.000788528,0.0193929,0.000789947,0.00154575,0
55.19,-0.0273805,0.013379,0.00079399,0.0192573,0.000773397,0.00154578,0
55.2,-0.0282022,0.0131818,0.000799615,0.0190163,0.00076627,0.0015458,0
55.21,-0.014124,0.013034,0.000804793,0.0188085,0.000779527,0.00154583,0
55.22,-0.0064481,0.0129187,0.000810014,0.0186784,0.000799166,0.00154586,0
55.23,-0.00651415,0.0128531,0.00081512,0.0186229,0.000817418,0.00154588,0
55.24,-0.00991139,0.0128802,0.00082048,0.0186862,0.000852405,0.00154594,0
55.25,-0.0120904,0.0130276,0.000825774,0.0188839,0.00085622,0.00154603,0
55.26,-0.0132529,0.0131791,0.000830639,0.0191595,0.000831469,0.00154612,0
55.27,-0.01619,0.0131718,0.000835208,0.0194871,0.00084501,0.00154621,0
55.28,-0.0210337,0.0129918,0.000839956,0.0197844,0.000881364,0.00154629,0
55.29,-0.0227307,0.0128149,0.000843497,0.0200099,0.000885374,0.00154637,0
55.3,-0.0241529,0.0127321,0.000846653,0.0201339,0.000885291,0.00154644,0
55.31,-0.0212888,0.0127572,0.000850069,0.0201542,0.000883037,0.00154651,0
55.32,-0.0144599,0.0128591,0.000854003,0.0201398,0.000883839,0.00154658,0
55.33,-0.00844514,0.0130122,0.000859015,0.0200502,0.000871081,0.00154665,0
55.34,-0.00276661,0.0133443,0.000863619,0.019908,0.000866237,0.00154671,0
55.35,0.00223217,0.0138429,0.000868173,0.0197264,0.000859193,0.00154677,0
55.36,0.00396184,0.0141473,0.000872325,0.0195429,0.000860947,0.00154682,0
55.37,0.00152725,0.0142092,0.000876614,0.0194099,0.000857011,0.00154688,0
55.38,0.000794887,0.014188,0.000880868,0.0193497,0.000867516,0.00154693,0
55.39,0.00458271,0.0141102,0.000885018,0.0192573,0.000869773,0.00154699,0
55.4,0.00295708,0.01402,0.000889274,0.0190464,0.000855608,0.00154704,0
55.41,-0.00523122,0.0139277,0.000893289,0.0188501,0.000856055,0.00154709,0
55.42,-0.0118749,0.0138653,0.000897445,0.0187217,0.000851314,0.00154714,0
55.43,-0.0124821,0.0138112,0.000901223,0.0186702,0.000894965,0.0015472,0
55.44,-0.00921015,0.0136861,0.000905196,0.0187461,0.000925748,0.00154727,0
55.45,-0.00218785,0.013456,0.000909612,0.0189527,0.000921783,0.00154736,0
55.46,0.00189588,0.0134179,0.000914116,0.0192487,0.000922286,0.00154745,0
55.47,0.00584977,0.0135485,0.000917915,0.0196095,0.000933242,0.00154754,0
55.48,0.0100795,0.0135898,0.000921109,0.0199413,0.000923258,0.00154763,0
55.49,0.0116992,0.0135584,0.00092311,0.0202163,0.000946476,0.00154772,0
55.5,0.0154768,0.0134743,0.000925154,0.0203809,0.000943656,0.0015478,0
55.51,0.0135743,0.0133443,0.000927731,0.0204667,0.000931057,0.00154789,0
55.52,0.00890672,0.0131999,0.00093025,0.0205077,0.000940824,0.00154797,0
55.53,0.00257802,0.0129827,0.000932313,0.0204845,0.000938894,0.00154805,0
55.54,-0.00511995,0.0126719,0.000934172,0.0203887,0.000914502,0.00154813,0
55.55,-0.00934205,0.0123745,0.000936184,0.0202391,0.000919795,0.0015482,0
55.56,-0.0119995,0.0119998,0.000938069,0.0200796,0.000928377,0.00154827,0
55.57,-0.0134247,0.0117116,0.000939829,0.0199458,0.000954861,0.00154834,0
55.58,-0.0172939,0.0115947,0.000941917,0.0198869,0.000975683,0.00154841,0
55.59,-0.0253902,0.0115672,0.000944935,0.0196847,0.000974807,0.00154848,0
55.6,-0.0249961,0.0115708,0.00094803,0.0193467,0.000963308,0.00154855,0
55.61,-0.0138335,0.0115823,0.000951359,0.019078,0.000974859,0.00154861,0
55.62,-0.00645599,0.0115999,0.000954318,0.0189149,0.000974892,0.00154868,0
55.63,-0.00573303,0.0116655,0.00095717,0.0188456,0.00098233,0.00154875,0
55.64,-0.0100219,0.0117743,0.000959861,0.0189101,0.000987958,0.00154883,0
55.65,-0.0143718,0.0118794,0.000963189,0.0191162,0.000983442,0.00154892,0
55.66,-0.0163683,0.0119869,0.000966719,0.019409,0.000986267,0.00154901,0
55.67,-0.0189516,0.0119527,0.000970447,0.0197531,0.000984388,0.0015491,0
55.68,-0.0200035,0.0118409,0.000973799,0.0200743,0.000984124,0.00154919,0
55.69,-0.0204765,0.0117417,0.000976315,0.0203362,0.000976817,0.00154928,0
55.7,-0.0228999,0.0117533,0.000978249,0.0205019,0.00100843,0.00154937,0
55.71,-0.018828,0.0118411,0.000980123,0.0205718,0.00100124,0.00154946,0
55.72,-0.0127424,0.0119596,0.000981885,0.020584,0.000983833,0.00154955,0
55.73,-0.00564873,0.0120405,0.000983716,0.020541,0.000968501,0.00154963,0
55.74,-0.00333668,0.0121869,0.000985016,0.0204161,0.000950763,0.00154972,0
55.75,0.000648839,0.0125227,0.000985984,0.0202412,0.000977517,0.0015498,0
55.76,0.00134399,0.012674,0.00098702,0.0200496,0.000970877,0.00154988,0
55.77,0.00587606,0.0126553,0.000988481,0.0198997,0.00095537,0.00154996,0
55.78,0.00769632,0.0126484,0.000989509,0.0198183,0.000979835,0.00155004,0
55.79,0.0137765,0.0126745,0.000991334,0.0196784,0.000982194,0.00155011,0
55.8,0.0121911,0.0126985,0.000993641,0.0194009,0.000980289,0.00155019,0
55.81,0.00191638,0.0126962,0.000996355,0.0191678,0.000977351,0.00155027,0
55.82,-0.0037478,0.012659,0.00099878,0.0190236,0.000966377,0.00155035,0
55.83,-0.00337623,0.0126431,0.00100001,0.0189598,0.00100502,0.00155042,0
55.84,0.000523697,0.0125208,0.00100155,0.0190315,0.00101927,0.00155051,0
55.85,0.00430033,0.0122977,0.00100314,0.0192443,0.00103219,0.0015506,0
55.86,0.00562652,0.0122994,0.00100513,0.0195511,0.0010193,0.00155069,0
55.87,0.00777691,0.0124847,0.00100677,0.0199059,0.00102207,0.00155078,0
55.88,0.0109165,0.012596,0.00100834,0.0202493,0.00100406,0.00155088,0
55.89,0.0111971,0.0126036,0.0010097,0.0205202,0.00101994,0.00155097,0
55.9,0.0132501,0.0124977,0.00101099,0.0206901,0.00103054,0.00155106,0
55.91,0.00874047,0.0123105,0.00101225,0.0207717,0.00104092,0.00155114,0
55.92,0.00484915,0.0120677,0.00101348,0.0208024,0.00104211,0.00155123,0
55.93,-0.00162924,0.0117632,0.00101509,0.0207692,0.0010385,0.00155132,0
55.94,-0.00612514,0.0114288,0.00101687,0.0206814,0.00103472,0.00155141,0
55.95,-0.0083105,0.0110941,0.00101871,0.0205076,0.00101518,0.00155149,0
55.96,-0.0116587,0.0107601,0.00102023,0.0203172,0.00100956,0.00155158,0
55.97,-0.012598,0.010507,0.00102226,0.0201693,0.00100611,0.00155166,0
55.98,-0.0138155,0.0104632,0.00102533,0.0200896,0.00100235,0.00155174,0
55.99,-0.0236808,0.0104772,0.00102897,0.019874,0.00099712,0.00155183,0
56,-0.0241277,0.0104784,0.00103214,0.0195141,0.000992036,0.00155191,0
56.01,-0.0136065,0.0104984,0.00103533,0.0192261,0.00099281,0.00155199,0
56.02,-0.00580463,0.0105361,0.00103843,0.0190555,0.000995764,0.00155207,0
56.03,-0.00502291,0.0106412,0.00104191,0.018982,0.00101422,0.00155216,0
56.04,-0.00706755,0.0108168,0.00104617,0.0190508,0.00102253,0.00155225,0
56.05,-0.0106576,0.0110351,0.00105098,0.0192598,0.00104113,0.00155234,0
56.06,-0.0105469,0.0113714,0.00105585,0.019556,0.00106958,0.00155243,0
56.07,-0.0122961,0.0116399,0.00106055,0.0199034,0.00103507,0.00155252,0
56.08,-0.0154415,0.0117535,0.00106506,0.0202369,0.00104559,0.00155262,0
56.09,-0.0184877,0.0117786,0.00106901,0.0205009,0.00104535,0.00155271,0
56.1,-0.0216727,0.0117757,0.00107309,0.0206643,0.00106043,0.0015528,0
56.11,-0.0198158,0.0117871,0.00107643,0.0207247,0.00106941,0.00155289,0
56.12,-0.0156376,0.0118224,0.00107993,0.0207354,0.00105574,0.00155298,0
56.13,-0.0101416,0.0118395,0.0010831,0.0206848,0.0010606,0.00155307,0
56.14,-0.00507839,0.0119362,0.00108593,0.0205533,0.00105936,0.00155316,0
56.15,-0.00147879,0.0122256,0.00108817,0.0203608,0.00104777,0.00155325,0
56.16,0.000102352,0.0123456,0.00108998,0.0201574,0.0010456,0.00155334,0
56.17,0.000516213,0.0123363,0.00109122,0.0199987,0.00104692,0.00155343,0
56.18,0.00168633,0.0123359,0.00109261,0.019914,0.00107002,0.00155352,0
56.19,0.00881315,0.012332,0.00109442,0.0197609,0.0010928,0.00155361,0
