t,roll_err_deg,roll_err_rms_deg,bay_err_rms,roll_sigma_deg,bay_err,bay_sigma,turning
3.52,-0.147074,0.113851,0.0184162,0.856331,0.0308602,0.146477,0
3.53,-0.139815,0.114157,0.0185394,0.855598,0.0285704,0.146334,0
3.54,-0.0908516,0.114948,0.0187293,0.854796,0.0201393,0.146183,0
3.55,-0.00856398,0.115941,0.0189524,0.853937,0.00676681,0.146019,0
3.56,0.0878162,0.116522,0.0191516,0.852902,-0.00888626,0.145818,0
3.57,0.184903,0.116604,0.0192764,0.851584,-0.0247463,0.145561,0
3.58,0.255363,0.116464,0.0193105,0.849958,-0.0390631,0.145247,0
3.59,0.293379,0.116491,0.019313,0.848125,-0.0485973,0.144901,0
3.6,0.308725,0.116502,0.0193173,0.846315,-0.0501239,0.144572,0
3.61,0.293867,0.116462,0.0193216,0.844725,-0.0444541,0.144303,0
3.62,0.235576,0.116429,0.0193255,0.843433,-0.0323274,0.144112,0
3.63,0.148815,0.116434,0.0193267,0.84238,-0.0172609,0.143984,0
3.64,0.096947,0.116375,0.0193307,0.841717,-0.010204,0.14394,0
3.65,0.0815499,0.116263,0.0193597,0.841232,-0.00985165,0.143936,0
3.66,0.0661094,0.116348,0.0194441,0.84068,-0.00927677,0.14393,0
3.67,0.0434574,0.11664,0.0195948,0.84007,-0.00839251,0.14392,0
3.68,0.0235274,0.116638,0.0197318,0.839425,-0.00720102,0.143904,0
3.69,0.000595505,0.115612,0.0197064,0.838785,-0.00587973,0.143882,0
3.7,-0.0166576,0.114472,0.0195932,0.838176,-0.00457222,0.143852,0
3.71,-0.0204345,0.114595,0.0195769,0.837583,-0.0037299,0.143811,0
3.72,-0.0146053,0.117518,0.0198916,0.836898,-0.00361092,0.143742,0
3.73,-0.00650771,0.123878,0.020708,0.836147,-0.00403691,0.143653,0
3.74,-0.00285043,0.132484,0.0220088,0.835408,-0.00494636,0.143565,0
3.75,0.00697435,0.14179,0.0234744,0.834728,-0.00671368,0.143488,0
3.76,0.0201691,0.150488,0.0247014,0.834055,-0.00963247,0.143417,0
3.77,0.042692,0.156905,0.0254356,0.833332,-0.0135214,0.143344,0
3.78,0.0807485,0.160197,0.0256654,0.832632,-0.0175051,0.143264,0
3.79,0.111379,0.161583,0.0256718,0.832103,-0.0202108,0.143176,0
3.8,0.108363,0.163154,0.025798,0.831714,-0.0203591,0.143085,0
3.81,0.0775415,0.164566,0.0259935,0.831467,-0.01786,0.142997,0
3.82,0.0307527,0.164674,0.0260753,0.831397,-0.0117716,0.142923,0
3.83,-0.0234703,0.162554,0.0258596,0.831484,-0.00233599,0.14286,0
3.84,-0.0448844,0.158378,0.0252518,0.831845,0.00307966,0.142837,0
3.85,-0.0329961,0.152867,0.0243805,0.832329,0.00288537,0.142832,0
3.86,-0.0207523,0.146931,0.023536,0.83279,0.00310216,0.142823,0
3.87,-0.0126118,0.142106,0.0229809,0.833201,0.00420529,0.142806,0
3.88,-0.0134388,0.139681,0.0228176,0.833516,0.00642061,0.142779,0
3.89,-0.0197611,0.139236,0.0229045,0.833703,0.00956152,0.142738,0
3.9,-0.0309778,0.139411,0.023063,0.833737,0.0129039,0.142685,0
3.91,-0.0520837,0.140128,0.0233051,0.833581,0.0163675,0.142614,0
3.92,-0.0699885,0.141549,0.0236739,0.833128,0.0181288,0.142508,0
3.93,-0.0602295,0.143985,0.024208,0.832446,0.0153328,0.142375,0
3.94,-0.00946847,0.147848,0.0248994,0.831689,0.00671279,0.142232,0
3.95,0.0705169,0.152419,0.025665,0.830866,-0.00661068,0.142074,0
3.96,0.1654,0.156344,0.0263872,0.829864,-0.0221447,0.14188,0
3.97,0.257916,0.158985,0.0269519,0.828592,-0.0376238,0.141634,0
3.98,0.326003,0.160327,0.0272832,0.827051,-0.0515244,0.141338,0
3.99,0.362464,0.160807,0.0274165,0.825331,-0.060831,0.141012,0
4,0.376978,0.161261,0.0275183,0.823631,-0.0625116,0.140701,0
4.01,0.363129,0.161803,0.0276082,0.822125,-0.0569946,0.140444,0
4.02,0.308031,0.162417,0.0276661,0.820888,-0.045213,0.140257,0
4.03,0.22243,0.162938,0.0276649,0.819869,-0.0304468,0.140129,0
4.04,0.175636,0.163064,0.0275919,0.819245,-0.0235045,0.140083,0
4.05,0.164179,0.162859,0.0274683,0.818809,-0.02319,0.140079,0
4.06,0.151132,0.162687,0.0273398,0.818309,-0.0225943,0.140073,0
4.07,0.12771,0.162691,0.0272532,0.817752,-0.0216683,0.140063,0
4.08,0.105294,0.162852,0.0272305,0.817157,-0.020334,0.140048,0
4.09,0.08075,0.163163,0.0272521,0.816563,-0.018849,0.140026,0
4.1,0.0661767,0.164446,0.0273844,0.815996,-0.0175105,0.139996,0
4.11,0.0627075,0.167874,0.0277986,0.815447,-0.0167445,0.139957,0
4.12,0.0678277,0.174495,0.0286736,0.814806,-0.0168586,0.139891,0
4.13,0.0814386,0.184377,0.03011,0.814093,-0.018007,0.139806,0
4.14,0.0949401,0.196264,0.0320342,0.813379,-0.0201836,0.139718,0
4.15,0.112805,0.208758,0.0341281,0.812692,-0.0235359,0.139637,0
4.16,0.139378,0.220583,0.0360078,0.811987,-0.0282314,0.139557,0
4.17,0.16962,0.230278,0.0374201,0.81121,-0.0339379,0.139471,0
4.18,0.216397,0.236723,0.0382816,0.810426,-0.0396654,0.139372,0
4.19,0.257127,0.240552,0.0387752,0.809768,-0.0436718,0.13926,0
4.2,0.259794,0.243788,0.0392409,0.809219,-0.0444981,0.139142,0
4.21,0.226685,0.246189,0.0396448,0.808809,-0.0417096,0.139028,0
4.22,0.173232,0.246955,0.0398594,0.808576,-0.0347181,0.13893,0
4.23,0.110058,0.245615,0.0397734,0.808516,-0.0238296,0.13885,0
4.24,0.0809443,0.24243,0.0393442,0.808777,-0.0176035,0.13882,0
4.25,0.0904627,0.238054,0.0386938,0.809201,-0.017711,0.138814,0
4.26,0.0998637,0.233303,0.0380539,0.809603,-0.0174344,0.138805,0
4.27,0.109088,0.229423,0.037637,0.809951,-0.0162526,0.138787,0
4.28,0.109002,0.22753,0.0375508,0.810208,-0.0138788,0.13876,0
4.29,0.104172,0.227516,0.0377263,0.810341,-0.0105312,0.138719,0
4.3,0.0906587,0.228209,0.038003,0.810325,-0.00687931,0.138664,0
4.31,0.0677337,0.22956,0.0383964,0.810132,-0.00319512,0.138592,0
4.32,0.0511128,0.231855,0.0389525,0.809654,-0.00138255,0.138486,0
4.33,0.0621199,0.235557,0.0397068,0.808951,-0.00423629,0.138353,0
4.34,0.113004,0.240944,0.0406477,0.808164,-0.0129861,0.138207,0
4.35,0.195788,0.247221,0.0416807,0.807286,-0.0265945,0.138043,0
4.36,0.291964,0.252915,0.0426681,0.806216,-0.0423871,0.137841,0
4.37,0.387855,0.257176,0.0434778,0.804864,-0.0583439,0.137584,0
4.38,0.455325,0.25976,0.0440014,0.803225,-0.0727536,0.137275,0
4.39,0.495925,0.261051,0.0442643,0.801403,-0.0824579,0.136934,0
4.4,0.509487,0.262238,0.0444756,0.79959,-0.0843169,0.136604,0
4.41,0.494627,0.263386,0.044642,0.797964,-0.0789709,0.136325,0
4.42,0.433245,0.264376,0.044728,0.796619,-0.0666597,0.136116,0
4.43,0.3389,0.264994,0.0446935,0.795532,-0.0505498,0.135971,0
4.44,0.286385,0.264771,0.0445219,0.794903,-0.0429255,0.135918,0
4.45,0.274678,0.263871,0.0442463,0.794515,-0.0426125,0.135915,0
4.46,0.25989,0.262935,0.0439354,0.794067,-0.0419844,0.135909,0
4.47,0.238639,0.262419,0.0436741,0.793564,-0.040876,0.135899,0
4.48,0.214721,0.262614,0.0435503,0.793024,-0.0392887,0.135884,0
4.49,0.18756,0.263725,0.0436077,0.792485,-0.0373853,0.135862,0
4.5,0.17141,0.266046,0.0438505,0.791967,-0.0354941,0.135833,0
4.51,0.165584,0.270434,0.0444074,0.791453,-0.0342032,0.135796,0
4.52,0.168678,0.277643,0.0454117,0.790854,-0.0339781,0.135733,0
4.53,0.182594,0.287651,0.0469382,0.790184,-0.0351899,0.135652,0
4.54,0.202356,0.29956,0.0489309,0.7895,-0.0380531,0.135567,0
4.55,0.223941,0.312156,0.0511195,0.788819,-0.0424486,0.135484,0
4.56,0.253225,0.32447,0.05317,0.788092,-0.048371,0.135397,0
4.57,0.291836,0.335115,0.0548342,0.787258,-0.0551739,0.135297,0
4.58,0.347321,0.342781,0.0559716,0.786378,-0.0621293,0.13518,0
4.59,0.392886,0.347519,0.0566681,0.78558,-0.0669436,0.135044,0
4.6,0.396207,0.351145,0.0572401,0.784854,-0.06785,0.134898,0
4.61,0.361097,0.353492,0.0576614,0.78425,-0.0646142,0.134756,0
4.62,0.300669,0.353901,0.0578301,0.783833,-0.0562978,0.134632,0
4.63,0.225618,0.351988,0.0576604,0.783619,-0.0433193,0.134531,0
4.64,0.198502,0.348163,0.0571334,0.783828,-0.0374069,0.134499,0
4.65,0.210079,0.343083,0.0563738,0.784208,-0.0374726,0.134493,0
4.66,0.217255,0.337582,0.055606,0.784552,-0.0370437,0.134482,0
4.67,0.227152,0.332929,0.0550419,0.784838,-0.0355589,0.134462,0
4.68,0.228991,0.33038,0.0548274,0.785029,-0.0328364,0.13443,0
4.69,0.219325,0.329958,0.0549286,0.785091,-0.0290497,0.134385,0
4.7,0.201132,0.330398,0.0551548,0.785007,-0.0248439,0.134325,0
4.71,0.177372,0.331732,0.0555204,0.784748,-0.0206149,0.134247,0
4.72,0.161522,0.334254,0.0560756,0.784219,-0.0185228,0.134135,0
4.73,0.171536,0.338376,0.0568558,0.783467,-0.0214031,0.133995,0
4.74,0.224127,0.344391,0.0578458,0.782594,-0.0306347,0.133837,0
4.75,0.311247,0.351373,0.0589444,0.781593,-0.0450131,0.133654,0
4.76,0.410523,0.357756,0.0600031,0.780353,-0.0615963,0.133426,0
4.77,0.508427,0.362639,0.0608732,0.77879,-0.0781583,0.133137,0
4.78,0.580124,0.365569,0.0614263,0.776918,-0.0933888,0.132791,0
4.79,0.619591,0.366772,0.061659,0.774847,-0.103435,0.132409,0
4.8,0.634814,0.367633,0.0618016,0.772787,-0.105425,0.132038,0
4.81,0.619809,0.36833,0.0618714,0.770928,-0.0999445,0.131719,0
4.82,0.555965,0.368693,0.061826,0.769379,-0.0870931,0.131472,0
4.83,0.452851,0.368389,0.0616215,0.768116,-0.0693688,0.131292,0
4.84,0.391063,0.366998,0.0612412,0.767453,-0.0603473,0.131226,0
4.85,0.379881,0.364835,0.060732,0.767113,-0.0600379,0.131224,0
4.86,0.368662,0.362691,0.0601859,0.766713,-0.0593455,0.131219,0
4.87,0.343155,0.361085,0.0597097,0.766261,-0.0580131,0.131209,0
4.88,0.317339,0.360486,0.0594266,0.765769,-0.0560125,0.131195,0
4.89,0.290239,0.361146,0.0593899,0.765271,-0.0535126,0.131174,0
4.9,0.26797,0.362983,0.0595469,0.764795,-0.0509598,0.131147,0
4.91,0.256275,0.366721,0.0600075,0.764319,-0.0490594,0.131111,0
4.92,0.261445,0.373035,0.0608938,0.763769,-0.0484384,0.131053,0
4.93,0.272774,0.381877,0.0622738,0.763145,-0.0496526,0.130978,0
4.94,0.292922,0.392565,0.0641082,0.76249,-0.0530939,0.130896,0
4.95,0.32462,0.404148,0.0661605,0.761808,-0.0586505,0.13081,0
4.96,0.362796,0.415628,0.0681291,0.761045,-0.0657894,0.130714,0
4.97,0.409451,0.42573,0.0697635,0.760141,-0.0739106,0.130598,0
4.98,0.47224,0.432919,0.0708824,0.75914,-0.0818175,0.130458,0
4.99,0.519479,0.437031,0.0715251,0.758172,-0.0872638,0.130293,0
5,0.519613,0.43979,0.0719944,0.757247,-0.0880822,0.130115,0
5.01,0.480305,0.441006,0.0722583,0.756437,-0.0839859,0.129941,0
5.02,0.410228,0.440008,0.0722212,0.755819,-0.0740207,0.129787,0
5.03,0.317223,0.436531,0.0718053,0.75543,-0.0585741,0.129664,0
5.04,0.27192,0.431011,0.0709989,0.755508,-0.0497092,0.129616,0
5.05,0.282195,0.424186,0.0699429,0.755844,-0.0497546,0.129609,0
5.06,0.290517,0.416853,0.0688685,0.756138,-0.0492336,0.129597,0
5.07,0.298821,0.410326,0.0680005,0.75637,-0.0476062,0.129574,0
5.08,0.296605,0.406049,0.0675195,0.756502,-0.0445725,0.12954,0
5.09,0.288498,0.404287,0.0674215,0.756499,-0.0404423,0.12949,0
5.1,0.273066,0.403516,0.0674682,0.756351,-0.035992,0.129424,0
5.11,0.245526,0.403653,0.0676665,0.756025,-0.0315908,0.129339,0
5.12,0.224266,0.405071,0.0680706,0.755434,-0.029236,0.12922,0
5.13,0.233131,0.408257,0.0687191,0.754621,-0.0321422,0.129072,0
5.14,0.288686,0.413476,0.0696085,0.753676,-0.0417822,0.128903,0
5.15,0.379178,0.419871,0.0706387,0.752574,-0.0565841,0.128705,0
5.16,0.484623,0.425957,0.0716595,0.751207,-0.0737698,0.128457,0
5.17,0.584286,0.430599,0.0725113,0.749495,-0.0910089,0.128145,0
5.18,0.6587,0.433217,0.0730387,0.74746,-0.10668,0.127774,0
5.19,0.704205,0.433957,0.073211,0.745216,-0.11717,0.127365,0
5.2,0.716776,0.434203,0.0732676,0.742982,-0.119199,0.126966,0
5.21,0.700257,0.434077,0.0732204,0.740955,-0.113466,0.126617,0
5.22,0.628446,0.433305,0.0730197,0.739259,-0.0993414,0.126342,0
5.23,0.510534,0.431543,0.0726178,0.73792,-0.0793091,0.126145,0
5.24,0.440712,0.428421,0.0720031,0.737247,-0.0689887,0.126072,0
5.25,0.430149,0.424377,0.0712378,0.736948,-0.0686454,0.126069,0
5.26,0.415555,0.420458,0.0704383,0.736595,-0.0679046,0.126064,0
5.27,0.391377,0.417348,0.0697409,0.736187,-0.0664339,0.126055,0
5.28,0.362605,0.415711,0.069303,0.735744,-0.0641404,0.126041,0
5.29,0.332588,0.415825,0.0691998,0.735297,-0.0612396,0.126022,0
5.3,0.308221,0.417187,0.0693206,0.73487,-0.0582773,0.125997,0
5.31,0.292962,0.420311,0.0697456,0.734447,-0.0558712,0.125964,0
5.32,0.292089,0.42575,0.0705786,0.733948,-0.0548363,0.125911,0
5.33,0.305395,0.433558,0.0718791,0.733378,-0.0561105,0.125841,0
5.34,0.329032,0.443101,0.0736084,0.73276,-0.0600957,0.125763,0
5.35,0.362794,0.453509,0.0755551,0.732091,-0.0664588,0.125676,0
5.36,0.407964,0.463911,0.0774381,0.731313,-0.0746657,0.125574,0
5.37,0.459955,0.473059,0.0790154,0.730371,-0.083665,0.125447,0
5.38,0.526724,0.47952,0.0800998,0.729305,-0.0925136,0.125292,0
5.39,0.580246,0.483084,0.0807192,0.728226,-0.098823,0.125106,0
5.4,0.585553,0.485247,0.0811597,0.727155,-0.100108,0.124904,0
5.41,0.546154,0.485626,0.0813663,0.726174,-0.0962611,0.124702,0
5.42,0.470366,0.483602,0.0812392,0.725375,-0.0859186,0.124522,0
5.43,0.371617,0.478949,0.0807039,0.724815,-0.0689851,0.124376,0
5.44,0.318983,0.472064,0.0797526,0.724799,-0.0590687,0.124318,0
5.45,0.329704,0.463724,0.0785371,0.725091,-0.0590681,0.124311,0
5.46,0.334714,0.454897,0.0772969,0.725341,-0.0585716,0.124299,0
5.47,0.338331,0.446946,0.076277,0.725525,-0.0569008,0.124277,0
5.48,0.338274,0.441614,0.0756917,0.725608,-0.0538337,0.124241,0
5.49,0.328618,0.4392,0.0755481,0.725564,-0.0496855,0.124191,0
5.5,0.309732,0.43785,0.0755613,0.725384,-0.0450372,0.124125,0
5.51,0.28131,0.437434,0.0757287,0.725041,-0.0404682,0.124041,0
5.52,0.262239,0.438344,0.0760991,0.724451,-0.0381434,0.123925,0
5.53,0.270581,0.441016,0.0767078,0.723651,-0.0412098,0.123781,0
5.54,0.325637,0.445614,0.0775426,0.722707,-0.0509455,0.123614,0
5.55,0.415237,0.451297,0.078509,0.721585,-0.065858,0.123414,0
5.56,0.515823,0.456646,0.0794633,0.720192,-0.0828075,0.123163,0
5.57,0.616404,0.460689,0.0802537,0.718467,-0.0996574,0.122852,0
5.58,0.688625,0.462806,0.0807302,0.716433,-0.114887,0.122484,0
5.59,0.729893,0.46304,0.0808503,0.71421,-0.124909,0.122081,0
5.6,0.745432,0.462723,0.0808439,0.711991,-0.12683,0.121684,0
5.61,0.72277,0.461913,0.0807153,0.709958,-0.120763,0.121333,0
5.62,0.6498,0.46034,0.0804105,0.708233,-0.106432,0.121051,0
5.63,0.528007,0.457596,0.0798818,0.706851,-0.0857509,0.120842,0
5.64,0.467696,0.453264,0.0791128,0.706262,-0.0769439,0.120777,0
5.65,0.453613,0.447847,0.0781743,0.705998,-0.0766195,0.120775,0
5.66,0.439175,0.442459,0.0771919,0.70568,-0.0758567,0.12077,0
5.67,0.415993,0.438074,0.0763183,0.705309,-0.0742125,0.12076,0
5.68,0.384832,0.435429,0.0757374,0.704903,-0.07166,0.120745,0
5.69,0.352929,0.434849,0.0755385,0.704489,-0.0684727,0.120725,0
5.7,0.3275,0.435509,0.0755646,0.70409,-0.0651835,0.1207,0
5.71,0.310036,0.437832,0.0758766,0.703691,-0.0624546,0.120668,0
5.72,0.309268,0.442424,0.0765676,0.703221,-0.061255,0.120617,0
5.73,0.320807,0.449236,0.0776918,0.702679,-0.0625367,0.120549,0
5.74,0.346062,0.457693,0.0792193,0.702079,-0.0667541,0.120471,0
5.75,0.381069,0.467074,0.0809674,0.701413,-0.0733748,0.120382,0
5.76,0.428645,0.476652,0.0826823,0.700627,-0.0816601,0.120275,0
5.77,0.480809,0.48529,0.0841343,0.699667,-0.0905829,0.120143,0
5.78,0.54564,0.491442,0.085126,0.698575,-0.0990487,0.11998,0
5.79,0.594501,0.494737,0.0856558,0.697463,-0.104693,0.119789,0
5.8,0.592552,0.496625,0.0859889,0.696349,-0.105463,0.11958,0
5.81,0.551174,0.496673,0.0860674,0.695303,-0.100961,0.119373,0
5.82,0.474792,0.494273,0.0857996,0.694428,-0.0902475,0.119184,0
5.83,0.371745,0.489185,0.0851176,0.693778,-0.0726704,0.119029,0
5.84,0.316732,0.481867,0.084024,0.693702,-0.0623438,0.118966,0
5.85,0.326392,0.473088,0.0826677,0.693964,-0.0623869,0.11896,0
5.86,0.33351,0.46383,0.0812904,0.694184,-0.0618647,0.118948,0
5.87,0.337708,0.455605,0.0801423,0.694336,-0.0601435,0.118926,0
5.88,0.33466,0.450092,0.0794442,0.694391,-0.057087,0.118892,0
5.89,0.325178,0.447517,0.0791951,0.694325,-0.0528566,0.118843,0
5.9,0.304021,0.445946,0.0790865,0.694127,-0.0482697,0.118778,0
5.91,0.278646,0.445385,0.0791274,0.693773,-0.0437685,0.118696,0
5.92,0.258378,0.446086,0.0793654,0.693194,-0.0415902,0.118584,0
5.93,0.271864,0.448476,0.079833,0.692418,-0.0447237,0.118445,0
5.94,0.327347,0.452805,0.080516,0.691488,-0.0543585,0.118282,0
5.95,0.415471,0.458201,0.0813247,0.690378,-0.0688678,0.118085,0
5.96,0.516315,0.463208,0.0821218,0.689001,-0.0853512,0.117839,0
5.97,0.613014,0.466913,0.0827666,0.687309,-0.101627,0.117536,0
5.98,0.682841,0.46869,0.0831105,0.685332,-0.116189,0.117181,0
5.99,0.723745,0.468622,0.0831085,0.683178,-0.126034,0.116791,0
6,0.739671,0.467945,0.0829719,0.681013,-0.12796,0.116405,0
6.01,0.722795,0.466709,0.0826995,0.678998,-0.122238,0.116056,0
6.02,0.657414,0.464615,0.0822398,0.67725,-0.108388,0.115768,0
6.03,0.538996,0.461313,0.0815486,0.675821,-0.0876286,0.115546,0
6.04,0.48056,0.456476,0.0806225,0.675228,-0.0786624,0.115476,0
6.05,0.470871,0.45066,0.0795365,0.674995,-0.0783605,0.115474,0
6.06,0.454597,0.445013,0.0784221,0.67471,-0.0775395,0.115468,0
6.07,0.430415,0.440394,0.0774345,0.674373,-0.0758243,0.115458,0
6.08,0.400718,0.437563,0.0767545,0.674,-0.0732458,0.115443,0
6.09,0.368732,0.436807,0.0764683,0.673619,-0.0700419,0.115423,0
6.1,0.34243,0.437084,0.0763802,0.673245,-0.0666767,0.115398,0
6.11,0.325849,0.438675,0.0765249,0.67287,-0.0638833,0.115366,0
6.12,0.324189,0.442004,0.0769769,0.672428,-0.0625745,0.115317,0
6.13,0.337835,0.447052,0.0777748,0.671914,-0.0638979,0.115252,0
6.14,0.361886,0.453303,0.0788916,0.671343,-0.068169,0.115176,0
6.15,0.399527,0.460145,0.0801764,0.6707,-0.0748315,0.115089,0
6.16,0.442932,0.467162,0.0814272,0.669936,-0.0829315,0.114983,0
6.17,0.491861,0.473389,0.0824631,0.669006,-0.0915502,0.114854,0
6.18,0.552779,0.47753,0.0831183,0.667959,-0.0994214,0.114696,0
6.19,0.598208,0.479158,0.0833674,0.666899,-0.10449,0.114513,0
6.2,0.594095,0.479319,0.0834043,0.665835,-0.104703,0.114314,0
6.21,0.547993,0.477611,0.0831763,0.664831,-0.0998314,0.114117,0
6.22,0.471351,0.473467,0.0825942,0.663975,-0.0888363,0.113936,0
6.23,0.365827,0.466686,0.0815949,0.663323,-0.0712346,0.113784,0
6.24,0.310061,0.457697,0.0801797,0.663214,-0.060859,0.113722,0
6.25,0.319922,0.447258,0.0784953,0.663446,-0.0608761,0.113716,0
6.26,0.32551,0.436253,0.0767847,0.663638,-0.0602746,0.113705,0
6.27,0.327193,0.426074,0.075305,0.663763,-0.0585079,0.113684,0
6.28,0.326366,0.418574,0.0742947,0.663795,-0.0554834,0.113652,0
6.29,0.315658,0.41408,0.0737552,0.66372,-0.0513053,0.113606,0
6.3,0.294547,0.41038,0.0733302,0.663522,-0.0467642,0.113545,0
6.31,0.26685,0.407447,0.0730113,0.663181,-0.0422139,0.113468,0
6.32,0.246571,0.405498,0.0728372,0.662641,-0.0398281,0.113365,0
6.33,0.257401,0.404917,0.072841,0.661923,-0.0423796,0.113238,0
6.34,0.306269,0.406026,0.073019,0.661075,-0.0510614,0.11309,0
6.35,0.382425,0.408117,0.0733075,0.660074,-0.0639462,0.112913,0
6.36,0.470027,0.410051,0.0736081,0.658866,-0.078435,0.112698,0
6.37,0.554257,0.411089,0.07381,0.657415,-0.0924342,0.112439,0
6.38,0.609376,0.410724,0.0737915,0.655758,-0.104557,0.11214,0
6.39,0.638223,0.409016,0.0735143,0.653983,-0.112307,0.111817,0
6.4,0.645811,0.406712,0.0731113,0.652215,-0.112826,0.1115,0
6.41,0.629166,0.40365,0.0725509,0.650566,-0.10678,0.111214,0
6.42,0.561721,0.399637,0.071781,0.649112,-0.0933333,0.110974,0
6.43,0.450043,0.394311,0.0707619,0.647889,-0.0738138,0.110786,0
6.44,0.381461,0.387242,0.0694988,0.647283,-0.0633227,0.110711,0
6.45,0.369013,0.379111,0.0680792,0.647077,-0.0630241,0.110709,0
6.46,0.354347,0.371366,0.0666537,0.646823,-0.0622536,0.110704,0
6.47,0.329426,0.364972,0.0653909,0.646525,-0.0607013,0.110695,0
6.48,0.29784,0.360755,0.0644861,0.646192,-0.0583021,0.110682,0
6.49,0.264193,0.358823,0.0640093,0.645852,-0.0552915,0.110665,0
6.5,0.241296,0.357742,0.0636992,0.645519,-0.0522177,0.110643,0
6.51,0.225319,0.357614,0.0635663,0.645186,-0.0495843,0.110615,0
6.52,0.22443,0.358877,0.063679,0.644798,-0.0483153,0.110573,0
6.53,0.237448,0.361483,0.0640802,0.644349,-0.0492877,0.110517,0
6.54,0.258808,0.364946,0.0647589,0.64386,-0.0528007,0.110454,0
6.55,0.29117,0.368974,0.0656013,0.643317,-0.0583291,0.110382,0
6.56,0.327229,0.373355,0.0664467,0.642688,-0.0649216,0.110298,0
6.57,0.364949,0.377372,0.0671441,0.641941,-0.0718861,0.110196,0
6.58,0.418814,0.379847,0.0675464,0.64112,-0.0782788,0.110076,0
6.59,0.458836,0.380196,0.0676154,0.640315,-0.0822271,0.109937,0
6.6,0.454201,0.379149,0.0674785,0.639528,-0.0820464,0.109787,0
6.61,0.411676,0.3763,0.0670734,0.63879,-0.0777623,0.109637,0
6.62,0.343911,0.371011,0.0663169,0.638163,-0.0681548,0.109498,0
6.63,0.253853,0.363181,0.0651576,0.637681,-0.0528941,0.109379,0
6.64,0.21773,0.353348,0.0636086,0.637678,-0.0456763,0.109338,0
6.65,0.224847,0.342309,0.0618258,0.637891,-0.0456664,0.109334,0
6.66,0.230703,0.330784,0.0600524,0.638069,-0.045138,0.109324,0
6.67,0.237724,0.32023,0.0585385,0.638192,-0.0436189,0.109307,0
6.68,0.240109,0.312572,0.0575162,0.638241,-0.0409938,0.109281,0
6.69,0.23265,0.30817,0.056988,0.638197,-0.037358,0.109244,0
6.7,0.214479,0.304686,0.0565779,0.63805,-0.0333107,0.109195,0
6.71,0.188768,0.301851,0.0562447,0.637785,-0.029354,0.109132,0
6.72,0.167989,0.299837,0.0560205,0.637348,-0.0272022,0.109048,0
6.73,0.175269,0.299035,0.0559325,0.636766,-0.0293318,0.108944,0
6.74,0.217217,0.299691,0.05598,0.636091,-0.0367354,0.108826,0
6.75,0.281808,0.301242,0.0561174,0.63532,-0.0476744,0.10869,0
6.76,0.356477,0.302644,0.0562699,0.63442,-0.0598871,0.108528,0
6.77,0.426766,0.303316,0.0563517,0.633366,-0.0716154,0.108338,0
6.78,0.468358,0.302881,0.0562682,0.632188,-0.0817889,0.108123,0
6.79,0.48788,0.30145,0.0559907,0.63095,-0.0882683,0.107893,0
6.8,0.496317,0.299554,0.0556095,0.629721,-0.0888341,0.107669,0
6.81,0.483558,0.297016,0.0550944,0.628565,-0.0839123,0.107467,0
6.82,0.432652,0.29372,0.0544052,0.627526,-0.0728425,0.107296,0
6.83,0.338364,0.289325,0.0535082,0.62662,-0.0566152,0.10716,0
6.84,0.279712,0.283344,0.0524097,0.626147,-0.0479859,0.107105,0
6.85,0.26938,0.276511,0.0511925,0.625959,-0.0477149,0.107103,0
6.86,0.258412,0.270128,0.0499852,0.625729,-0.0470744,0.107099,0
6.87,0.236475,0.265049,0.0489346,0.625459,-0.0457648,0.107092,0
6.88,0.209513,0.26188,0.0482043,0.62516,-0.0438266,0.107082,0
6.89,0.180559,0.260483,0.0478223,0.624857,-0.0413844,0.107067,0
6.9,0.158908,0.259693,0.0475563,0.62456,-0.0388781,0.107049,0
6.91,0.147819,0.259724,0.0474348,0.624267,-0.0368207,0.107026,0
6.92,0.147612,0.260862,0.0475216,0.623927,-0.0358411,0.106991,0
6.93,0.157052,0.263004,0.0478593,0.623542,-0.0365557,0.106944,0
6.94,0.175152,0.26586,0.0484428,0.623135,-0.0391025,0.106894,0
6.95,0.198841,0.269231,0.0491756,0.622708,-0.043167,0.106841,0
6.96,0.226502,0.273055,0.0499235,0.622236,-0.0480417,0.106782,0
6.97,0.257704,0.276752,0.0505534,0.621693,-0.0532232,0.106713,0
6.98,0.299543,0.279248,0.0509412,0.621122,-0.0578553,0.106634,0
6.99,0.33114,0.280008,0.0510566,0.620605,-0.0605034,0.106545,0
7,0.325224,0.279602,0.0510047,0.620128,-0.0600955,0.106448,0
7.01,0.288064,0.277634,0.0507292,0.619699,-0.0564633,0.106352,0
7.02,0.230613,0.273536,0.0501572,0.619347,-0.0485802,0.106263,0
7.03,0.156251,0.267261,0.0492432,0.619081,-0.0360905,0.106184,0
7.04,0.128713,0.259443,0.0479958,0.619134,-0.0302679,0.106156,0
7.05,0.136169,0.250645,0.0465461,0.619333,-0.0302305,0.106152,0
7.06,0.14219,0.241376,0.045103,0.619503,-0.0298425,0.106144,0
7.07,0.149294,0.232868,0.0438856,0.619633,-0.0286687,0.106132,0
7.08,0.150998,0.226838,0.0430952,0.619701,-0.0265618,0.106112,0
7.09,0.14794,0.223694,0.0427274,0.619692,-0.0237169,0.106083,0
